,Frame,Mean,Game,Alg,Model,Average Score,Best Score
3100,400000,329.08045977011494,SpaceInvaders,C51,1,,1233.076923076923
3101,800000,93.65313653136532,SpaceInvaders,C51,1,,1233.076923076923
3102,1200000,205.46610169491527,SpaceInvaders,C51,1,,1233.076923076923
3103,1600000,228.9506172839506,SpaceInvaders,C51,1,,1233.076923076923
3104,2000000,156.84322033898306,SpaceInvaders,C51,1,,1233.076923076923
3105,2400000,176.520979020979,SpaceInvaders,C51,1,,1233.076923076923
3106,2800000,350.2307692307692,SpaceInvaders,C51,1,,1233.076923076923
3107,3200000,346.96132596685084,SpaceInvaders,C51,1,,1233.076923076923
3108,3600000,399.4594594594595,SpaceInvaders,C51,1,,1233.076923076923
3109,4000000,334.8901098901099,SpaceInvaders,C51,1,262.2056179187498,1233.076923076923
3110,4400000,494.5220588235294,SpaceInvaders,C51,1,278.7497778240912,1233.076923076923
3111,4800000,832.5242718446602,SpaceInvaders,C51,1,352.63689135542074,1233.076923076923
3112,5200000,593.2167832167833,SpaceInvaders,C51,1,391.41195950760755,1233.076923076923
3113,5600000,855.1960784313726,SpaceInvaders,C51,1,454.0365056223497,1233.076923076923
3114,6000000,549.7033898305085,SpaceInvaders,C51,1,493.3225225715022,1233.076923076923
3115,6400000,520.1524390243902,SpaceInvaders,C51,1,527.6856685718433,1233.076923076923
3116,6800000,578.9130434782609,SpaceInvaders,C51,1,550.5538959965925,1233.076923076923
3117,7200000,767.6495726495726,SpaceInvaders,C51,1,592.6227206648646,1233.076923076923
3118,7600000,789.8230088495575,SpaceInvaders,C51,1,631.6590756038744,1233.076923076923
3119,8000000,842.8155339805825,SpaceInvaders,C51,1,682.4516180129217,1233.076923076923
3120,8400000,767.6548672566372,SpaceInvaders,C51,1,709.7648988562324,1233.076923076923
3121,8800000,767.396694214876,SpaceInvaders,C51,1,703.2521410932541,1233.076923076923
3122,9200000,649.0671641791045,SpaceInvaders,C51,1,708.8371791894862,1233.076923076923
3123,9600000,697.2222222222222,SpaceInvaders,C51,1,693.0397935685711,1233.076923076923
3124,10000000,715.8823529411765,SpaceInvaders,C51,1,709.6576898796378,1233.076923076923
3125,10400000,668.1617647058823,SpaceInvaders,C51,1,724.458622447787,1233.076923076923
3126,10800000,684.4758064516129,SpaceInvaders,C51,1,735.0148987451222,1233.076923076923
3127,11200000,651.8181818181819,SpaceInvaders,C51,1,723.4317596619832,1233.076923076923
3128,11600000,596.8115942028985,SpaceInvaders,C51,1,704.1306181973173,1233.076923076923
3129,12000000,566.5827338129496,SpaceInvaders,C51,1,676.5073381805539,1233.076923076923
3130,12400000,608.1666666666666,SpaceInvaders,C51,1,660.558518121557,1233.076923076923
3131,12800000,745.515873015873,SpaceInvaders,C51,1,658.3704360016566,1233.076923076923
3132,13200000,553.2352941176471,SpaceInvaders,C51,1,648.7872489955109,1233.076923076923
3133,13600000,890.324074074074,SpaceInvaders,C51,1,668.0974341806962,1233.076923076923
3134,14000000,745.4166666666666,SpaceInvaders,C51,1,671.0508655532451,1233.076923076923
3135,14400000,893.7765957446809,SpaceInvaders,C51,1,693.612348657125,1233.076923076923
3136,14800000,736.0593220338983,SpaceInvaders,C51,1,698.7707002153536,1233.076923076923
3137,15200000,743.6111111111111,SpaceInvaders,C51,1,707.9499931446464,1233.076923076923
3138,15600000,750.4310344827586,SpaceInvaders,C51,1,723.3119371726325,1233.076923076923
3139,16000000,770.8943089430894,SpaceInvaders,C51,1,743.7430946856465,1233.076923076923
3140,16400000,797.7826086956521,SpaceInvaders,C51,1,762.7046888885451,1233.076923076923
3141,16800000,767.1120689655172,SpaceInvaders,C51,1,764.8643084835096,1233.076923076923
3142,17200000,744.1666666666666,SpaceInvaders,C51,1,783.9574457384115,1233.076923076923
3143,17600000,1006.3265306122449,SpaceInvaders,C51,1,795.5576913922285,1233.076923076923
3144,18000000,876.8269230769231,SpaceInvaders,C51,1,808.6987170332542,1233.076923076923
3145,18400000,751.9417475728155,SpaceInvaders,C51,1,794.5152322160677,1233.076923076923
3146,18800000,1018.1382978723404,SpaceInvaders,C51,1,822.723129799912,1233.076923076923
3147,19200000,696.2173913043479,SpaceInvaders,C51,1,817.9837578192357,1233.076923076923
3148,19600000,999.5402298850574,SpaceInvaders,C51,1,842.8946773594655,1233.076923076923
3149,20000000,971.1170212765958,SpaceInvaders,C51,1,862.9169485928162,1233.076923076923
3150,20400000,1024.1304347826087,SpaceInvaders,C51,1,885.5517312015118,1233.076923076923
3151,20800000,798.1730769230769,SpaceInvaders,C51,1,888.6578319972675,1233.076923076923
3152,21200000,941.3917525773196,SpaceInvaders,C51,1,908.380340588333,1233.076923076923
3153,21600000,827.5217391304348,SpaceInvaders,C51,1,890.4998614401518,1233.076923076923
3154,22000000,682.3360655737705,SpaceInvaders,C51,1,871.0507756898365,1233.076923076923
3155,22400000,1029.6774193548388,SpaceInvaders,C51,1,898.8243428680389,1233.076923076923
3156,22800000,808.3193277310925,SpaceInvaders,C51,1,877.8424458539142,1233.076923076923
3157,23200000,1043.2317073170732,SpaceInvaders,C51,1,912.5438774551867,1233.076923076923
3158,23600000,1118.6144578313254,SpaceInvaders,C51,1,924.4513002498136,1233.076923076923
3159,24000000,747.8455284552846,SpaceInvaders,C51,1,902.1241509676823,1233.076923076923
3160,24400000,967.4742268041238,SpaceInvaders,C51,1,896.458530169834,1233.076923076923
3161,24800000,835.5309734513274,SpaceInvaders,C51,1,900.194319822659,1233.076923076923
3162,25200000,1122.0833333333333,SpaceInvaders,C51,1,918.2634778982605,1233.076923076923
3163,25600000,948.2142857142857,SpaceInvaders,C51,1,930.3327325566457,1233.076923076923
3164,26000000,1017.1590909090909,SpaceInvaders,C51,1,963.8150350901776,1233.076923076923
3165,26400000,712.2368421052631,SpaceInvaders,C51,1,932.0709773652201,1233.076923076923
3166,26800000,879.5258620689655,SpaceInvaders,C51,1,939.1916307990074,1233.076923076923
3167,27200000,954.3367346938776,SpaceInvaders,C51,1,930.3021335366878,1233.076923076923
3168,27600000,1046.1458333333333,SpaceInvaders,C51,1,923.0552710868888,1233.076923076923
3169,28000000,1045.0970873786407,SpaceInvaders,C51,1,952.7804269792244,1233.076923076923
3170,28400000,820.8035714285714,SpaceInvaders,C51,1,938.1133614416691,1233.076923076923
3171,28800000,916.7142857142857,SpaceInvaders,C51,1,946.231692667965,1233.076923076923
3172,29200000,853.9,SpaceInvaders,C51,1,919.4133593346317,1233.076923076923
3173,29600000,991.3440860215054,SpaceInvaders,C51,1,923.7263393653535,1233.076923076923
3174,30000000,943.95,SpaceInvaders,C51,1,916.4054302744446,1233.076923076923
3175,30400000,849.9568965517242,SpaceInvaders,C51,1,930.1774357190907,1233.076923076923
3176,30800000,1213.1176470588234,SpaceInvaders,C51,1,963.5366142180765,1233.076923076923
3177,31200000,1010.7692307692307,SpaceInvaders,C51,1,969.1798638256117,1233.076923076923
3178,31600000,869.1747572815534,SpaceInvaders,C51,1,951.4827562204337,1233.076923076923
3179,32000000,914.7916666666666,SpaceInvaders,C51,1,938.4522141492362,1233.076923076923
3180,32400000,705.0970873786408,SpaceInvaders,C51,1,926.8815657442432,1233.076923076923
3181,32800000,853.578947368421,SpaceInvaders,C51,1,920.5680319096567,1233.076923076923
3182,33200000,1004.75,SpaceInvaders,C51,1,935.6530319096568,1233.076923076923
3183,33600000,1100.050505050505,SpaceInvaders,C51,1,946.5236738125568,1233.076923076923
3184,34000000,755.6,SpaceInvaders,C51,1,927.6886738125568,1233.076923076923
3185,34400000,1012.8947368421053,SpaceInvaders,C51,1,943.9824578415949,1233.076923076923
3186,34800000,1181.5243902439024,SpaceInvaders,C51,1,940.8231321601028,1233.076923076923
3187,35200000,885.3636363636364,SpaceInvaders,C51,1,928.2825727195434,1233.076923076923
3188,35600000,652.5,SpaceInvaders,C51,1,906.6150969913881,1233.076923076923
3189,36000000,899.4495412844037,SpaceInvaders,C51,1,905.0808844531618,1233.076923076923
3190,36400000,1060.301204819277,SpaceInvaders,C51,1,940.6012961972256,1233.076923076923
3191,36800000,1072.9120879120878,SpaceInvaders,C51,1,962.5346102515921,1233.076923076923
3192,37200000,988.030303030303,SpaceInvaders,C51,1,960.8626405546223,1233.076923076923
3193,37600000,869.7524752475248,SpaceInvaders,C51,1,937.8328375743243,1233.076923076923
3194,38000000,923.5294117647059,SpaceInvaders,C51,1,954.625778750795,1233.076923076923
3195,38400000,969.2857142857143,SpaceInvaders,C51,1,950.2648764951558,1233.076923076923
3196,38800000,895.0409836065573,SpaceInvaders,C51,1,921.6165358314214,1233.076923076923
3197,39200000,889.0566037735849,SpaceInvaders,C51,1,921.9858325724163,1233.076923076923
3198,39600000,1233.076923076923,SpaceInvaders,C51,1,980.0435248801086,1233.076923076923
3199,40000000,1230.9493670886077,SpaceInvaders,C51,1,1013.193507460529,1233.076923076923
3200,400000,200.0,SpaceInvaders,C51,2,,1530.5084745762713
3201,800000,172.14285714285714,SpaceInvaders,C51,2,,1530.5084745762713
3202,1200000,282.1875,SpaceInvaders,C51,2,,1530.5084745762713
3203,1600000,243.70967741935485,SpaceInvaders,C51,2,,1530.5084745762713
3204,2000000,294.2211055276382,SpaceInvaders,C51,2,,1530.5084745762713
3205,2400000,417.1111111111111,SpaceInvaders,C51,2,,1530.5084745762713
3206,2800000,326.4593301435407,SpaceInvaders,C51,2,,1530.5084745762713
3207,3200000,449.56140350877195,SpaceInvaders,C51,2,,1530.5084745762713
3208,3600000,485.1639344262295,SpaceInvaders,C51,2,,1530.5084745762713
3209,4000000,617.9245283018868,SpaceInvaders,C51,2,348.84814475813903,1530.5084745762713
3210,4400000,634.3115942028985,SpaceInvaders,C51,2,392.2793041784289,1530.5084745762713
3211,4800000,543.7401574803149,SpaceInvaders,C51,2,429.43903421217476,1530.5084745762713
3212,5200000,557.8424657534247,SpaceInvaders,C51,2,457.00453078751724,1530.5084745762713
3213,5600000,569.0,SpaceInvaders,C51,2,489.53356304558173,1530.5084745762713
3214,6000000,679.4520547945206,SpaceInvaders,C51,2,528.0566579722699,1530.5084745762713
3215,6400000,660.7377049180328,SpaceInvaders,C51,2,552.4193173529621,1530.5084745762713
3216,6800000,593.0714285714286,SpaceInvaders,C51,2,579.0805271957508,1530.5084745762713
3217,7200000,778.8349514563107,SpaceInvaders,C51,2,612.0078819905048,1530.5084745762713
3218,7600000,701.3675213675214,SpaceInvaders,C51,2,633.628240684634,1530.5084745762713
3219,8000000,648.8582677165355,SpaceInvaders,C51,2,636.7216146260989,1530.5084745762713
3220,8400000,990.0537634408602,SpaceInvaders,C51,2,672.2958315498951,1530.5084745762713
3221,8800000,876.05,SpaceInvaders,C51,2,705.5268158018636,1530.5084745762713
3222,9200000,754.1743119266055,SpaceInvaders,C51,2,725.1600004191816,1530.5084745762713
3223,9600000,714.8543689320388,SpaceInvaders,C51,2,739.7454373123854,1530.5084745762713
3224,10000000,905.0,SpaceInvaders,C51,2,762.3002318329335,1530.5084745762713
3225,10400000,761.4090909090909,SpaceInvaders,C51,2,772.3673704320393,1530.5084745762713
3226,10800000,769.3965517241379,SpaceInvaders,C51,2,789.9998827473103,1530.5084745762713
3227,11200000,751.2,SpaceInvaders,C51,2,787.2363876016792,1530.5084745762713
3228,11600000,670.515873015873,SpaceInvaders,C51,2,784.1512227665144,1530.5084745762713
3229,12000000,788.5526315789474,SpaceInvaders,C51,2,798.1206591527555,1530.5084745762713
3230,12400000,813.018018018018,SpaceInvaders,C51,2,780.4170846104712,1530.5084745762713
3231,12800000,805.9375,SpaceInvaders,C51,2,773.4058346104713,1530.5084745762713
3232,13200000,1073.448275862069,SpaceInvaders,C51,2,805.3332310040176,1530.5084745762713
3233,13600000,750.074074074074,SpaceInvaders,C51,2,808.8552015182212,1530.5084745762713
3234,14000000,647.0930232558139,SpaceInvaders,C51,2,783.0645038438026,1530.5084745762713
3235,14400000,656.9424460431654,SpaceInvaders,C51,2,772.6178393572101,1530.5084745762713
3236,14800000,716.9915254237288,SpaceInvaders,C51,2,767.3773367271691,1530.5084745762713
3237,15200000,727.433628318584,SpaceInvaders,C51,2,765.0006995590276,1530.5084745762713
3238,15600000,866.15,SpaceInvaders,C51,2,784.5641122574403,1530.5084745762713
3239,16000000,1172.0886075949368,SpaceInvaders,C51,2,822.9177098590393,1530.5084745762713
3240,16400000,1163.9610389610389,SpaceInvaders,C51,2,858.0120119533415,1530.5084745762713
3241,16800000,974.0229885057471,SpaceInvaders,C51,2,874.8205608039161,1530.5084745762713
3242,17200000,644.8449612403101,SpaceInvaders,C51,2,831.9602293417404,1530.5084745762713
3243,17600000,771.5217391304348,SpaceInvaders,C51,2,834.1049958473762,1530.5084745762713
3244,18000000,940.0952380952381,SpaceInvaders,C51,2,863.4052173313187,1530.5084745762713
3245,18400000,967.1052631578947,SpaceInvaders,C51,2,894.4214990427915,1530.5084745762713
3246,18800000,1000.0,SpaceInvaders,C51,2,922.7223465004187,1530.5084745762713
3247,19200000,823.9423076923077,SpaceInvaders,C51,2,932.3732144377911,1530.5084745762713
3248,19600000,677.4603174603175,SpaceInvaders,C51,2,913.5042461838229,1530.5084745762713
3249,20000000,840.049504950495,SpaceInvaders,C51,2,880.3003359193788,1530.5084745762713
3250,20400000,873.6458333333334,SpaceInvaders,C51,2,851.2688153566083,1530.5084745762713
3251,20800000,883.2110091743119,SpaceInvaders,C51,2,842.1876174234649,1530.5084745762713
3252,21200000,921.8627450980392,SpaceInvaders,C51,2,869.8893958092376,1530.5084745762713
3253,21600000,737.1942446043165,SpaceInvaders,C51,2,866.4566463566258,1530.5084745762713
3254,22000000,1007.6190476190476,SpaceInvaders,C51,2,873.2090273090067,1530.5084745762713
3255,22400000,1059.2708333333333,SpaceInvaders,C51,2,882.4255843265506,1530.5084745762713
3256,22800000,1058.7128712871288,SpaceInvaders,C51,2,888.2968714552635,1530.5084745762713
3257,23200000,849.1981132075472,SpaceInvaders,C51,2,890.8224520067873,1530.5084745762713
3258,23600000,1176.7721518987341,SpaceInvaders,C51,2,940.753635450629,1530.5084745762713
3259,24000000,1052.5301204819277,SpaceInvaders,C51,2,962.0016970037723,1530.5084745762713
3260,24400000,1272.3026315789473,SpaceInvaders,C51,2,1001.8673768283336,1530.5084745762713
3261,24800000,816.9327731092437,SpaceInvaders,C51,2,995.2395532218267,1530.5084745762713
3262,25200000,958.5849056603773,SpaceInvaders,C51,2,998.9117692780604,1530.5084745762713
3263,25600000,1197.2368421052631,SpaceInvaders,C51,2,1044.9160290281552,1530.5084745762713
3264,26000000,1316.7307692307693,SpaceInvaders,C51,2,1075.8272011893273,1530.5084745762713
3265,26400000,1005.6730769230769,SpaceInvaders,C51,2,1070.4674255483017,1530.5084745762713
3266,26800000,1130.1807228915663,SpaceInvaders,C51,2,1077.6142107087453,1530.5084745762713
3267,27200000,1319.6478873239437,SpaceInvaders,C51,2,1124.659188120385,1530.5084745762713
3268,27600000,1191.0326086956522,SpaceInvaders,C51,2,1126.0852338000766,1530.5084745762713
3269,28000000,745.3515625,SpaceInvaders,C51,2,1095.367378001884,1530.5084745762713
3270,28400000,1003.1875,SpaceInvaders,C51,2,1068.4558648439893,1530.5084745762713
3271,28800000,1131.358024691358,SpaceInvaders,C51,2,1099.8983900022008,1530.5084745762713
3272,29200000,1151.6470588235295,SpaceInvaders,C51,2,1119.204605318516,1530.5084745762713
3273,29600000,880.9047619047619,SpaceInvaders,C51,2,1087.5713972984659,1530.5084745762713
3274,30000000,1061.7816091954023,SpaceInvaders,C51,2,1062.0764812949292,1530.5084745762713
3275,30400000,938.5148514851485,SpaceInvaders,C51,2,1055.3606587511363,1530.5084745762713
3276,30800000,1080.4597701149426,SpaceInvaders,C51,2,1050.388563473474,1530.5084745762713
3277,31200000,873.9690721649484,SpaceInvaders,C51,2,1005.8206819575746,1530.5084745762713
3278,31600000,1077.9761904761904,SpaceInvaders,C51,2,994.5150401356284,1530.5084745762713
3279,32000000,770.4245283018868,SpaceInvaders,C51,2,997.0223367158171,1530.5084745762713
3280,32400000,939.639175257732,SpaceInvaders,C51,2,990.6675042415903,1530.5084745762713
3281,32800000,1407.6712328767123,SpaceInvaders,C51,2,1018.2988250601259,1530.5084745762713
3282,33200000,1063.1176470588234,SpaceInvaders,C51,2,1009.4458838836551,1530.5084745762713
3283,33600000,1031.25,SpaceInvaders,C51,2,1024.4804076931791,1530.5084745762713
3284,34000000,762.2222222222222,SpaceInvaders,C51,2,994.5244689958611,1530.5084745762713
3285,34400000,886.6842105263158,SpaceInvaders,C51,2,989.3414048999779,1530.5084745762713
3286,34800000,1190.379746835443,SpaceInvaders,C51,2,1000.3334025720278,1530.5084745762713
3287,35200000,988.6627906976744,SpaceInvaders,C51,2,1011.8027744253004,1530.5084745762713
3288,35600000,854.7663551401869,SpaceInvaders,C51,2,989.4817908917,1530.5084745762713
3289,36000000,693.4883720930233,SpaceInvaders,C51,2,981.7881752708138,1530.5084745762713
3290,36400000,830.6896551724138,SpaceInvaders,C51,2,970.8932232622817,1530.5084745762713
3291,36800000,1530.5084745762713,SpaceInvaders,C51,2,983.1769474322376,1530.5084745762713
3292,37200000,1131.25,SpaceInvaders,C51,2,989.9901827263553,1530.5084745762713
3293,37600000,1110.0,SpaceInvaders,C51,2,997.8651827263553,1530.5084745762713
3294,38000000,791.9642857142857,SpaceInvaders,C51,2,1000.8393890755617,1530.5084745762713
3295,38400000,966.8918918918919,SpaceInvaders,C51,2,1008.8601572121191,1530.5084745762713
3296,38800000,1107.1505376344087,SpaceInvaders,C51,2,1000.5372362920158,1530.5084745762713
3297,39200000,859.8245614035088,SpaceInvaders,C51,2,987.6534133625994,1530.5084745762713
3298,39600000,984.4047619047619,SpaceInvaders,C51,2,1000.6172540390568,1530.5084745762713
3299,40000000,843.1623931623932,SpaceInvaders,C51,2,1015.5846561459937,1530.5084745762713
3300,400000,169.18141592920355,SpaceInvaders,C51,3,,1432.910447761194
3301,800000,227.0731707317073,SpaceInvaders,C51,3,,1432.910447761194
3302,1200000,281.25,SpaceInvaders,C51,3,,1432.910447761194
3303,1600000,199.3421052631579,SpaceInvaders,C51,3,,1432.910447761194
3304,2000000,352.4556213017751,SpaceInvaders,C51,3,,1432.910447761194
3305,2400000,308.7564766839378,SpaceInvaders,C51,3,,1432.910447761194
3306,2800000,541.3309352517986,SpaceInvaders,C51,3,,1432.910447761194
3307,3200000,528.4671532846716,SpaceInvaders,C51,3,,1432.910447761194
3308,3600000,559.0579710144928,SpaceInvaders,C51,3,,1432.910447761194
3309,4000000,473.83522727272725,SpaceInvaders,C51,3,364.07500767334716,1432.910447761194
3310,4400000,455.2413793103448,SpaceInvaders,C51,3,392.68100401146125,1432.910447761194
3311,4800000,852.3,SpaceInvaders,C51,3,455.2036869382905,1432.910447761194
3312,5200000,609.4444444444445,SpaceInvaders,C51,3,488.02313138273496,1432.910447761194
3313,5600000,633.2993197278912,SpaceInvaders,C51,3,531.4188528292083,1432.910447761194
3314,6000000,564.2028985507246,SpaceInvaders,C51,3,552.5935805541033,1432.910447761194
3315,6400000,581.0064935064935,SpaceInvaders,C51,3,579.8185822363589,1432.910447761194
3316,6800000,637.3484848484849,SpaceInvaders,C51,3,589.4203371960275,1432.910447761194
3317,7200000,932.4731182795699,SpaceInvaders,C51,3,629.8209336955173,1432.910447761194
3318,7600000,506.97986577181206,SpaceInvaders,C51,3,624.6131231712492,1432.910447761194
3319,8000000,616.2903225806451,SpaceInvaders,C51,3,638.858632702041,1432.910447761194
3320,8400000,606.6187050359712,SpaceInvaders,C51,3,653.9963652746036,1432.910447761194
3321,8800000,759.7524752475248,SpaceInvaders,C51,3,644.7416127993561,1432.910447761194
3322,9200000,883.6413043478261,SpaceInvaders,C51,3,672.1612987896942,1432.910447761194
3323,9600000,742.44,SpaceInvaders,C51,3,683.0753668169052,1432.910447761194
3324,10000000,729.018691588785,SpaceInvaders,C51,3,699.5569461207112,1432.910447761194
3325,10400000,636.1851851851852,SpaceInvaders,C51,3,705.0748152885803,1432.910447761194
3326,10800000,749.1346153846154,SpaceInvaders,C51,3,716.2534283421934,1432.910447761194
3327,11200000,771.5566037735849,SpaceInvaders,C51,3,700.1617768915949,1432.910447761194
3328,11600000,552.1523178807947,SpaceInvaders,C51,3,704.6790221024931,1432.910447761194
3329,12000000,608.6451612903226,SpaceInvaders,C51,3,703.9145059734609,1432.910447761194
3330,12400000,954.795918367347,SpaceInvaders,C51,3,738.7322273065986,1432.910447761194
3331,12800000,885.5050505050505,SpaceInvaders,C51,3,751.3074848323512,1432.910447761194
3332,13200000,1015.7142857142857,SpaceInvaders,C51,3,764.5147829689971,1432.910447761194
3333,13600000,850.7727272727273,SpaceInvaders,C51,3,775.3480556962699,1432.910447761194
3334,14000000,703.4920634920635,SpaceInvaders,C51,3,772.7953928865977,1432.910447761194
3335,14400000,879.2307692307693,SpaceInvaders,C51,3,797.099951291156,1432.910447761194
3336,14800000,587.5190839694657,SpaceInvaders,C51,3,780.938398149641,1432.910447761194
3337,15200000,615.7608695652174,SpaceInvaders,C51,3,765.3588247288043,1432.910447761194
3338,15600000,794.375,SpaceInvaders,C51,3,789.581092940725,1432.910447761194
3339,16000000,580.241935483871,SpaceInvaders,C51,3,786.7407703600798,1432.910447761194
3340,16400000,728.3582089552239,SpaceInvaders,C51,3,764.0969994188675,1432.910447761194
3341,16800000,797.0731707317074,SpaceInvaders,C51,3,755.2538114415333,1432.910447761194
3342,17200000,867.2072072072073,SpaceInvaders,C51,3,740.4031035908255,1432.910447761194
3343,17600000,655.9583333333334,SpaceInvaders,C51,3,720.9216641968861,1432.910447761194
3344,18000000,612.5961538461538,SpaceInvaders,C51,3,711.8320732322951,1432.910447761194
3345,18400000,990.0581395348837,SpaceInvaders,C51,3,722.9148102627065,1432.910447761194
3346,18800000,893.3505154639175,SpaceInvaders,C51,3,753.4979534121517,1432.910447761194
3347,19200000,921.9587628865979,SpaceInvaders,C51,3,784.1177427442898,1432.910447761194
3348,19600000,776.9298245614035,SpaceInvaders,C51,3,782.3732252004302,1432.910447761194
3349,20000000,691.9155844155844,SpaceInvaders,C51,3,793.5405900936015,1432.910447761194
3350,20400000,776.359649122807,SpaceInvaders,C51,3,798.3407341103599,1432.910447761194
3351,20800000,980.9905660377359,SpaceInvaders,C51,3,816.7324736409627,1432.910447761194
3352,21200000,1008.8421052631579,SpaceInvaders,C51,3,830.8959634465576,1432.910447761194
3353,21600000,824.7083333333334,SpaceInvaders,C51,3,847.7709634465576,1432.910447761194
3354,22000000,840.0471698113207,SpaceInvaders,C51,3,870.5160650430744,1432.910447761194
3355,22400000,729.8214285714286,SpaceInvaders,C51,3,844.492393946729,1432.910447761194
3356,22800000,745.5045871559633,SpaceInvaders,C51,3,829.7078011159335,1432.910447761194
3357,23200000,772.7894736842105,SpaceInvaders,C51,3,814.7908721956949,1432.910447761194
3358,23600000,960.2380952380952,SpaceInvaders,C51,3,833.1216992633641,1432.910447761194
3359,24000000,971.8279569892474,SpaceInvaders,C51,3,861.1129365207304,1432.910447761194
3360,24400000,718.75,SpaceInvaders,C51,3,855.3519716084496,1432.910447761194
3361,24800000,1081.860465116279,SpaceInvaders,C51,3,865.438961516304,1432.910447761194
3362,25200000,625.0409836065573,SpaceInvaders,C51,3,827.0588493506439,1432.910447761194
3363,25600000,1101.9642857142858,SpaceInvaders,C51,3,854.7844445887391,1432.910447761194
3364,26000000,717.5619834710744,SpaceInvaders,C51,3,842.5359259547143,1432.910447761194
3365,26400000,1432.910447761194,SpaceInvaders,C51,3,912.8448278736909,1432.910447761194
3366,26800000,1235.2666666666667,SpaceInvaders,C51,3,961.8210358247612,1432.910447761194
3367,27200000,833.3809523809524,SpaceInvaders,C51,3,967.8801836944355,1432.910447761194
3368,27600000,1120.4395604395604,SpaceInvaders,C51,3,983.9003302145818,1432.910447761194
3369,28000000,869.7663551401869,SpaceInvaders,C51,3,973.6941700296759,1432.910447761194
3370,28400000,919.3,SpaceInvaders,C51,3,993.7491700296757,1432.910447761194
3371,28800000,1003.125,SpaceInvaders,C51,3,985.8756235180479,1432.910447761194
3372,29200000,943.5204081632653,SpaceInvaders,C51,3,1017.7235659737187,1432.910447761194
3373,29600000,879.9029126213592,SpaceInvaders,C51,3,995.517428664426,1432.910447761194
3374,30000000,1112.2619047619048,SpaceInvaders,C51,3,1034.987420793509,1432.910447761194
3375,30400000,857.7272727272727,SpaceInvaders,C51,3,977.4691032901168,1432.910447761194
3376,30800000,1314.920634920635,SpaceInvaders,C51,3,985.4345001155136,1432.910447761194
3377,31200000,898.695652173913,SpaceInvaders,C51,3,991.9659700948096,1432.910447761194
3378,31600000,827.7350427350427,SpaceInvaders,C51,3,962.6955183243579,1432.910447761194
3379,32000000,1317.3239436619717,SpaceInvaders,C51,3,1007.4512771765363,1432.910447761194
3380,32400000,1018.7234042553191,SpaceInvaders,C51,3,1017.3936176020683,1432.910447761194
3381,32800000,849.6601941747573,SpaceInvaders,C51,3,1002.047137019544,1432.910447761194
3382,33200000,1174.9431818181818,SpaceInvaders,C51,3,1025.1894143850357,1432.910447761194
3383,33600000,939.6590909090909,SpaceInvaders,C51,3,1031.165032213809,1432.910447761194
3384,34000000,765.1415094339623,SpaceInvaders,C51,3,996.4529926810146,1432.910447761194
3385,34400000,1011.1538461538462,SpaceInvaders,C51,3,1011.795650023672,1432.910447761194
3386,34800000,1120.0,SpaceInvaders,C51,3,992.3035865316085,1432.910447761194
3387,35200000,1013.9873417721519,SpaceInvaders,C51,3,1003.8327554914325,1432.910447761194
3388,35600000,656.044776119403,SpaceInvaders,C51,3,986.6637288298685,1432.910447761194
3389,36000000,888.75,SpaceInvaders,C51,3,943.8063344636714,1432.910447761194
3390,36400000,969.6315789473684,SpaceInvaders,C51,3,938.8971519328763,1432.910447761194
3391,36800000,1055.6470588235295,SpaceInvaders,C51,3,959.4958383977535,1432.910447761194
3392,37200000,1108.7179487179487,SpaceInvaders,C51,3,952.8733150877302,1432.910447761194
3393,37600000,999.2222222222222,SpaceInvaders,C51,3,958.8296282190435,1432.910447761194
3394,38000000,927.8846153846154,SpaceInvaders,C51,3,975.1039388141087,1432.910447761194
3395,38400000,853.5238095238095,SpaceInvaders,C51,3,959.3409351511051,1432.910447761194
3396,38800000,1054.3529411764705,SpaceInvaders,C51,3,952.7762292687521,1432.910447761194
3397,39200000,803.6448598130842,SpaceInvaders,C51,3,931.7419810728454,1432.910447761194
3398,39600000,764.4491525423729,SpaceInvaders,C51,3,942.5824187151424,1432.910447761194
3399,40000000,973.3695652173913,SpaceInvaders,C51,3,951.0443752368816,1432.910447761194
3400,400000,218.61751152073734,SpaceInvaders,C51,4,,1497.4193548387098
3401,800000,264.64088397790056,SpaceInvaders,C51,4,,1497.4193548387098
3402,1200000,211.16228070175438,SpaceInvaders,C51,4,,1497.4193548387098
3403,1600000,168.79781420765028,SpaceInvaders,C51,4,,1497.4193548387098
3404,2000000,393.53333333333336,SpaceInvaders,C51,4,,1497.4193548387098
3405,2400000,257.3421052631579,SpaceInvaders,C51,4,,1497.4193548387098
3406,2800000,356.96078431372547,SpaceInvaders,C51,4,,1497.4193548387098
3407,3200000,383.52564102564105,SpaceInvaders,C51,4,,1497.4193548387098
3408,3600000,562.695652173913,SpaceInvaders,C51,4,,1497.4193548387098
3409,4000000,578.3771929824561,SpaceInvaders,C51,4,339.56531995002695,1497.4193548387098
3410,4400000,453.9375,SpaceInvaders,C51,4,363.0973187979532,1497.4193548387098
3411,4800000,557.5403225806451,SpaceInvaders,C51,4,392.3872626582277,1497.4193548387098
3412,5200000,483.3333333333333,SpaceInvaders,C51,4,419.6043679213855,1497.4193548387098
3413,5600000,636.5384615384615,SpaceInvaders,C51,4,466.37843265446674,1497.4193548387098
3414,6000000,594.0650406504066,SpaceInvaders,C51,4,486.431603386174,1497.4193548387098
